"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Written evidence to House of Lords AI Committee","https://winchester.elsevierpure.com/en/publications/written-evidence-to-house-of-lords-ai-committee","","4 Sep 2017","None","AI","University of Winchester"
"Human-First, Please: Assessing Citizen Views and Industrial Ambition for Emotional AI in Recommender Systems","https://winchester.elsevierpure.com/en/publications/human-first-please-assessing-citizen-views-and-industrial-ambitio","Laffer, A.","3 Jul 2023","This paper qualitatively explores the views of diverse members of the British public on applications of biometric emotional AI technologies patented by two globally dominant consumer-facing recommender systems, Amazon and Spotify. Examining Amazon and Spotify patents for biometric profiling of users’ emotions, disposition, and behaviour to offer them tailored services, ads, and products from their wider platforms, this paper points to industrial ambition regarding emotional AI. Little is known about ordinary people’s views on deployment of such technology, and given the complex, abstract, and future-facing nature of such technologies, ascertaining informed lay views is hard. We address this through our innovative, qualitative study of diverse British-based adults (n=46) that presents to them near-horizon use cases in an interactive fictional narrative that deploys design fiction principles and ContraVision techniques. We find the themes of “usefulness,” “resignation,” “uneasy terms of engagement,” and “human-first,” adding rich and nuanced insights to prior survey work on users’ views towards biometric-based emotional AI technologies. In contributing to a richer understanding of whether emotional AI technologies should be deployed in consumer-facing recommender systems, and if so, on what terms, we find that well-established policy-friendly criticisms apply to global emotional AI recommender systems. We conclude, however, that problems of alienation and need for a human-first approach to emerging AI technology are the most significant criticisms.","AI","University of Winchester"
"Working with Affective Computing: Exploring UK Public Perceptions of AI enabled Workplace Surveillance","https://winchester.elsevierpure.com/en/publications/working-with-affective-computing-exploring-uk-public-perceptions-","Laffer, A.","2022","This paper explores public perceptions around the role of affective computing in the workplace. It uses a series of design fictions with 46 UK based participants, unpacking their perspectives on the advantages and disadvantages of tracking the emotional state of workers. The scenario focuses on mundane uses of biometric sensing in a sales environment, and how this could shape management approaches with workers. The paper structure is as follows: section 1 provides a brief introduction; section 2 provides an overview of the innovative design fiction methodology; section 3 explores wider shifts around IT in the workplace; section 4 provides some legal analysis exploring emergence of AI in the workplace; and section 5 presents themes from the study data. The latter section includes discussion on concerns around functionality and accuracy of affective computing systems, and their impacts on surveillance, human agency, and worker/management interactions.","AI","University of Winchester"
"Sage Research Methods Video: Qualitative and Mixed Methods Using Citizen Focus Groups to Examine Attitudes Towards Emotional AI: Design, Diversity and Ethics","https://winchester.elsevierpure.com/en/publications/sage-research-methods-video-qualitative-and-mixed-methods-using-c","Laffer, A.","1 Jan 2023","Alexander Laffer, PhD, research fellow, Bangor University, discusses using citizen focus groups to examine attitudes towards emotional AI, including research design, ethical considerations, recruitment, data analysis, challenges faced, and lessons learned.","AI","University of Winchester"
"Emotional AI in Cities: Cross-cultural Lessons from the UK and Japan on Designing for an Ethical Life","https://winchester.elsevierpure.com/en/publications/emotional-ai-in-cities-cross-cultural-lessons-from-the-uk-and-jap","Laffer, A.","2022","None","AI","University of Winchester"
"Using an Online Narrative Approach to Explore Diverse Participants’ Understanding of Emerging Technology: Citizen’s Perspectives on Living With Emotional AI","https://winchester.elsevierpure.com/en/publications/using-an-online-narrative-approach-to-explore-diverse-participant","Laffer, A.","1 Mar 2022","This case study moves beyond traditional focus groups to introduce an innovative approach to collecting rich qualitative data from participants in an online setting. Its key challenge was to quickly explain a set of emerging technologies to diverse lay participants in a clear and engaging way to elicit their views. It proposes the use of a multimodal narrative created through Twine, an interactive fiction writing tool. The narrative was developed drawing on ideas and concepts from Design Fiction, chiefly the use of diegetic prototypes, and incorporates elements of ContraVision, a method that has been found to encourage a greater range of responses.This work emerges from a larger research project seeking to understand citizen views on Emotional Artificial Intelligence (EAI) and whether they see a way to “live well” with it. Introducing an unfamiliar topic can cause issues for participants, limiting discussion or contributing to a focus on technical aspects rather than the practicalities and impacts of actually using the technology. By taking this narrative approach, participants were able to better engage with the implications of living with emergent technologies.This case study will examine why these approaches were selected and how they were implemented to encourage empathic immersion in the world of the narrative and surface specific issues. While the overall approach was highly successful, I include suggestions for improvement and some caveats to its use, focusing on potential skill and time/effort requirements.","AI","University of Winchester"
"Dark Patterns and Epistemic Ignorance: an Educational Crisis","https://winchester.elsevierpure.com/en/publications/dark-patterns-and-epistemic-ignorance-an-educational-crisis","Stockman, C.","Dec 2022","In this paper, we discuss how online AI stimulates epistemic ignorance. Early visions of online information search and retrieval processes proposed a utopian and empowering space for individuals. Today’s crisis paradoxically presents us with an unprecedented accumulation of new information and access to it, yet also the colonisation of this knowledge by those who seek to erode critical thought. By ‘epistemic ignorance’, we mean the condition which is systematically created by the patterns of mis- and disinformation that prevent knowledge seekers from gaining verified knowledge. We argue not only has the ‘knower’ or knowledge seeker become the ‘known’ (sometimes without knowing it), their ability ‘to know’ is also intentionally manipulated by dark patterns. Moreover, their ‘known’ status allows for their subtle indoctrination, and erosion of criticality. This makes the crisis an educational one. To illustrate, we consider epistemic mechanisms on Facebook pertaining to the early stage of the Covid-19 pandemic. We contend these ‘dark AI patterns’ intentionally aim for systemic indoctrination, and affective indoctrination, by engaging in the construction of epistemic ignorance. Our focus is on the political agenda; which is common in the wider discussion of indoctrination in education. Many educational philosophers have taken a critical interest in the power of education to indoctrinate. The formal educational space is an effective vehicle to do so – and now the informal education we receive through social media is as well. Through algorithms, we are taught to think a certain way. This new crisis has not yet been considered an educational one, while in every moment, the coercive powers of online AI drive audiences towards greater uncritical acceptance of knowledge and information. Perhaps we can reverse the educational oppression with the introduction of ‘light patterns’.","AI","University of Winchester"
"Politics of Technology or Technology of Politics?","https://winchester.elsevierpure.com/en/publications/politics-of-technology-or-technology-of-politics","Stockman, C.","22 Oct 2020","The Western-based utopian dream of internet-enabled technology was to overcome distance, allow widespread participation, and forge a shared view of core political issues on complex matter such as justice, economy, and the environment. Politics increasingly takes to social media platforms, enlisting them as tools for gauging and influencing public opinion. This is the case for the Rousseau platform in Italy, designed by the popular anti-establishment party in Italy, ‘M5S’ or the Five Star Movement. In reference to Jean-Jacques Rousseau, in particular his ‘Social Contract’, it promises to deliver politics more directly to the people by proposing legislation in the online space, allowing members to vote via the platform, educating on and discussing regulations, and more. It aligns well with political utopias envisioned by the internet pioneers. The emancipatory potential and political power that AI brings to these platforms, their political developers, and the membership, is immediately apparent. But is there not a darker side to these technologies, as they become more advanced in gathering and analysing data, making intelligent predictions, and subsequently manipulating cognitive tendencies for the purpose of politics? We discuss some of the critiques and technical functions that may cast reasonable doubt on the participatory ideals, particularly related to relational surveillance as a dystopian issue. This may remind us of the Cambridge Analytica effect; but the influence of AI on these political platforms is not (yet) a criminal offence. Can AI enable the direct democracy which internet pioneers envisioned, or is it actually bringing us the totalitarian nightmare of the ‘Brave New World’? If we harness AI to bring about greater democracy, individual empowerment, and emancipation of societies - this would bring about better worlds. But these tools so easily become corrupt. Is there not a darker side to these technologies, as they become more advanced in surveillance practices, making intelligent predictions, andsubsequently manipulating cognitive tendencies for the purpose of politics?","AI","University of Winchester"
"Performing that which exceeds us: aesthetics of  sincerity and obscenity during the 'refugee crisis'","https://winchester.elsevierpure.com/en/publications/performing-that-which-exceeds-us-aesthetics-of-sincerity-and-obsc","","10 Apr 2018","Focusing on examples from theatre (On the Move festival, London International Festival of Theatre/Royal Court Theatre, London 2016), film (Gianfranco Rosi’s Fuoccoamare, 2016) and the visual arts (Ai Weiwei’s Safe Passage, Berlin 2016), this article proposes that in order to think through questions of efficacy and value of performance that seeks to engage with the pain of others, we must consider the interrelation of migration and excess. I explore the multiple meanings and performances of excess in artistic practice and interrogate the contradictions and potentialities that emerge in works that perform excess as a form of what Judith Butler and Athena Athanasiou have defined as ‘political responsiveness’. In an attempt at understanding excess as a sensibility that underpins the ethics and politics of performance in response to the ‘refugee crisis’, the article focuses on two interrelated areas: the aesthetics of the sincere and the obscene. In doing so, I attempt to offer a way of thinking of the performance of ‘refugee crisis’ as excess in the logic of the neoliberal system, which perpetuates that system.","AI","University of Winchester"
"Blurring the moral limits of data markets: biometrics, emotion and data dividends","https://winchester.elsevierpure.com/en/publications/blurring-the-moral-limits-of-data-markets-biometrics-emotion-and-","Laffer, A.","12 Aug 2023","This paper considers what liberal philosopher Michael Sandel coins the ‘moral limits of markets’ in relation to the idea of paying people for data about their biometrics and emotions. With Sandel arguing that certain aspects of human life (such as our bodies and body parts) should be beyond monetisation and exchange, others argue that emerging technologies such as Personal Information Management Systems can enable a fairer, paid, data exchange between the individual and the organisation, even regarding highly personal data about our bodies and emotions. With the field of data ethics rarely addressing questions of payment, this paper explores normative questions about data dividends. It does so by conducting a UK-wide, demographically representative online survey to quantitatively assess adults’ views on being paid for personal data about their biometrics and emotions via a Personal Information Management System, producing a data dividend, a premise which sees personal data through the prism of markets and property. The paper finds diverse attitudes based on socio-demographic characteristics, the type of personal data sold, and the type of organisation sold to. It argues that (a) Sandel’s argument regarding the moral limits of markets has value in protecting fundamental freedoms of those in society who are arguably least able to (such as the poor); but (b) that contexts of use, in particular, blur moral limits regarding fundamental freedoms and markets.","AI","University of Winchester"
