"Title","Href","Author","Date","Abstract","Keywords","University Name"
"AI in risk control","https://research-information.bris.ac.uk/en/publications/ai-in-risk-control","Comerford, JB.; Stone, JR.","1992","None","AI","University of Bristol"
"SMEs and Artificial Intelligence (AI): Antecedents and Consequences of AI-based B2B Practices","https://research-information.bris.ac.uk/en/publications/smes-and-artificial-intelligence-ai-antecedents-and-consequences-","Baabdullah, A.; Alalwan, A.; Slade, E.; Raman, R.; Khatatneh, K.","1 Oct 2021","Development of small and medium enterprises (SMEs) is a key approach to achieving economic growth in the Middle East and successful adoption of technology is vital for SMEs' success and continuity. Artificial intelligence (AI) is part of a new generation of technologies that can facilitate competitive advantage but currently there is a lack of evidence regarding AI applications in relation to B2B SMEs in Middle East countries. Therefore, this study empirically examines antecedents to, and consequences of, successful acceptance of AI practices by B2B SMEs in Saudi Arabia. A conceptual model based on the technology-organisation-environment framework is developed which considers the impact of AI enablers and AI readiness on the acceptance of AI practices, and the impact of this on relational governance, performance, and SMEs' AI-based business customer interaction. The conceptual model was tested using structural equation modelling of survey data collected from B2B SMEs (n = 392). The results showed that, of the AI enablers, acceptance of AI practices was significantly influenced by both technology roadmapping and attitude but not professional expertise. Of the AI readiness variables, acceptance of AI practices was significantly influenced by infrastructure and awareness but not technicality. The acceptance of AI practices was found to significantly affect AI-enabled relational governance and performance, and SME's business customer AI-based interaction. This study provides a broader base for theoretical and practical understanding of issues related to AI practices in SMEs and the B2B sector in general.","AI","University of Bristol"
"It's entrepreneurship, not enterprise: Ai Weiwei as entrepreneur: Ai Weiwei as entrepreneur","https://research-information.bris.ac.uk/en/publications/its-entrepreneurship-not-enterprise-ai-weiwei-as-entrepreneur-ai-","Hjorth, D.; Holt, R.","1 Jun 2016","We challenge the obvious and easy association of enterprise and entrepreneurship. We do so by arguing that entrepreneurship is inherently social and collective, something that is concealed when held up as example of enterprising behaviour. We use as an illustrative case the Chinese artist Ai Weiwei, an example of entrepreneurship that has little to do with commerce and everything to do with the social nature of creativity. We conclude by equating entrepreneurship to generosity: a social production of possibility from which all opportunities and ventures emerge.","AI","University of Bristol"
"La grande guida ai dinosauri","https://research-information.bris.ac.uk/en/publications/la-grande-guida-ai-dinosauri","Benton, MJ.","2002","None","AI","University of Bristol"
"AI, Automation, and New Socioeconomic Inequalities","https://research-information.bris.ac.uk/en/publications/ai-automation-and-new-socioeconomic-inequalities","Marston, G.; Zhang, J.","30 Jul 2019","Australia, similar to other advanced economies, has experienced rapid socio-technical change in recent years. There is a great deal of conjecture around this change and its impact on work and wellbeing. Issues related to the scope of technological unemployment, skills and retraining, and future demand for education and professionalization are hotly debated in the public realm. A key social justice question that emerges in the debate is whether or not the unprecedented pace of socio-technical changes associated with new forms of automation will lead to greater social or economic equality. While many commentators are optimistic that Artificial Intelligence (AI) and automation may create more leisure time, better quality work and more enriching lives, other caution that these technological advances may lead to a pooling of economic risk at the bottom of the income scale, with race, age, class and gender differences compounding employment precarity and existing patterns of disadvantage. The following discussion canvasses some of these risks and opportunities in regard to employment, public administration and representation. ","AI","University of Bristol"
"Clinical AI: opacity, accountability, responsibility and liability","https://research-information.bris.ac.uk/en/publications/clinical-ai-opacity-accountability-responsibility-and-liability","Smith, H.","25 Jul 2020","The aim of this literature review was to compose a narrative review supported by a systematic approach to critically identify and examine concerns about accountability and the allocation of responsibility and legal liability as applied to the clinician and the technologist as applied the use of opaque AI-powered systems in clinical decision making. This review questions (a) if it is permissible for a clinician to use an opaque AI system (AIS) in clinical decision making and (b) if a patient was harmed as a result of using a clinician using an AIS’s suggestion, how would responsibility and legal liability be allocated? Literature was systematically searched, retrieved, and reviewed from nine databases, which also included items from three clinical professional regulators, as well as relevant grey literature from governmental and non-governmental organisations. This literature was subjected to inclusion/exclusion criteria; those items found relevant to this review underwent data extraction. This review found that there are multiple concerns about opacity, accountability, responsibility and liability when considering the stakeholders of technologists and clinicians in the creation and use of AIS in clinical decision making. Accountability is challenged when the AIS used is opaque, and allocation of responsibility is somewhat unclear. Legal analysis would help stakeholders to understand their obligations and prepare should an undesirable scenario of patient harm eventuate when AIS were used.","AI","University of Bristol"
"Homer's Intelligent Machines: AI in Antiquity","https://research-information.bris.ac.uk/en/publications/homers-intelligent-machines-ai-in-antiquity","Samantha Thomas; Liveley, G.","2019","None","AI","University of Bristol"
"RC++: a rule-based language for game AI","https://research-information.bris.ac.uk/en/publications/rc-a-rule-based-language-for-game-ai","Ian, W.; James, M.","2000","""Game AI"" is the high-level control code for computer entertainment applications. Games are diverse, and the nature of game AI reflects this diversity. However, game AI, in contrast to rendering code and other game code, is distinguished by employing a high density of predicates on rapidly changing game state, and a high density of operations that change game state. Traditional programming languages, such as C and C++, are not designed to facilitate the creation of such code, unlike high-level AI rule-based languages. RC++, a full-featured, rule-based extension to C++, designed for Sony Computer Entertainment�s PlayStation2 hardware, is described. RC++ is based on OPS5 (Forgy, 81) and Poprulebase1, a rule-based extension to the Pop-11 programming language. It combines optimised execution associated with OPS5 with the syntactical style and some of the useful features of Poprulebase. It is designed to facilitate the rapid creation of game AI by automating many of the common programming tasks associated with creating game rules, while maintaining the flexibility of C and C++ when required. The aim of the paper is to demonstrate the applicability of rule-based programming to game AI in general, and the usefulness of RC++ for game AI in particular.    ","AI","University of Bristol"
"Dancing with the Troubles of AI","https://research-information.bris.ac.uk/en/publications/dancing-with-the-troubles-of-ai","Luján Escalante, M. A.; Moffat, L.; Harrison, L.; Kuh, V.","2021","None","AI","University of Bristol"
"Regulating Algorithmic Assemblages: Looking Beyond Corporatist AI Ethics","https://research-information.bris.ac.uk/en/publications/regulating-algorithmic-assemblages-looking-beyond-corporatist-ai-","Charlesworth, A. J.","1 Jul 2021","The perceived potential of artificial intelligence (AI) systems, broadly characterised, has seen a massive surge of investment in research and development, and their penetration into many decision-making processes of commercial, political and public organisations. Here, AI systems ubiquitously work behind the scenes to infuse decision-making processes with intelligence extracted from big data. This intelligence is used to develop highly personalised predictions or targeted services.  While the personalisation phenomenon can provide notable efficiencies and economic gains in delivering services, or allocating scarce state resources, it is also often accompanied by unintended negative effects. Media and academic accounts have focussed on the potential negative impacts on individuals or categories of individuals, but there has been much less consideration of broader consequences or ripple effects of incorporating AI into existing social systems. This chapter explores these consequences and ripple effects through an ‘AI ethics’ perspective, the dominant overarching discourse concerned with ‘regulating’ AI for the good of society. Yet ‘AI ethics’ is far removed from ‘AI law’ and is often presented as self-policing by private corporate actors in their use of AI systems, as sanctioned by government. The discussion critiques that self-policing, first, by locating AI ethics within long-standing traditions of corporate social responsibility and institutional ethical frameworks with all their in-built shortcomings, that frequently translate into a systemic inability to be truly Other-regarding. Second, this chapter shows, referencing the recent EU AI ethics initiative, that even well-intentioned initiatives may shoot past their target by simply assuming the desirability of AI applications, regardless of their wider impacts. Such an approach restricts itself to tinkering with system details whose consequences are relatively minor in comparison to the much broader impacts of AI within social systems, as captured by the idea of ‘algorithmic assemblage’.","AI","University of Bristol"
