"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Trustworthy and efficient routing algorithm for IoT-FinTech applications using non-linear Lévy Brownian generalized normal distribution optimization","https://wlv.openrepository.com/handle/2436/624307","Sadiq, Ali Safaa; Dehkordi, Amin Abdollahi; Mirjalili, Seyedali; Too, Jingwei; Pillai, Prashant","September 2021","The huge advancement in the field of communication has pushed the innovation pace towards a new concept in the context of Internet of Things (IoT) named IoT for Financial Technology applications (IoT-FinTech). The main intention is to leverage the businesses’ income and reducing cost by facilitating the benefits enabled by IoT-FinTech technology. To do so, some of the challenging problems that mainly related to routing protocols in such highly dynamic, unreliable (due to mobility) and widely distributed network need to be carefully addressed. This paper therefore focuses on developing a new trustworthy and efficient routing mechanism to be used in routing data traffic over IoT-FinTech mobile networks. A new Non-linear Lévy Brownian Generalized Normal Distribution Optimization (NLBGNDO) algorithm is proposed to solve the problem of finding an optimal path from source to destination sensor nodes to be used in forwarding FinTech’s related data. We also propose an objective function to be used in maintaining trustworthiness of the selected relay-node candidates by introducing a trust-based friendship mechanism to be measured and applied during each selection process. The formulated model also considering node’s residual energy, experienced response time, and inter-node distance (to figure out density/sparsity ratio of sensor nodes). Results demonstrate that our proposed mechanism could maintain very wise and efficient decisions over the selection period in comparison with other methods.","Tech","University of Wolverhampton"
"The genetics and molecular biology of marine fungi","https://wlv.openrepository.com/handle/2436/29587","Hooley, Paul; Whitehead, Michael P.","January 2006","Interest in the genetics of marine fungi has focused upon the basis of stress adaptation and the control of the production of secondary metabolites and enzymes. Analysis by molecular genetics has been applied to marine fungal taxonomy, phylogeny and species identification. The advent of the Debaryomyces hansenii genome project and the influence of climate change on this research are discussed.","Marine","University of Wolverhampton"
"Swords and ploughshares: an analysis of the origins and implementation of the US Marine Corps' counterinsurgency strategy in Vietnam between March 1965 and November 1968","https://wlv.openrepository.com/handle/2436/140193","Strachan-Morris, David","January 2010","This thesis analyses the United States Marine Corps’ counterinsurgency strategy in Vietnam between March 1965 and November 1968, filling a major gap in the existing literature by forensically examining the primary source records maintained by the United States Marines to produce an assessment of the effectiveness of the strategy. It provides a useful corollary to the diplomatic and military histories of the war because not only does it examine operational-level thinking about the war but it analyses the intellectual antecedents of the Marines’ counterinsurgency strategy to answer the important questions about why the Marines chose to emphasis pacification and the ‘ink blot’ strategy rather than conducting a more conventional campaign that focused upon the destruction of enemy forces. The Marines’ own experience of counterinsurgency in the early part of the 20th Century, as well as the work of counterinsurgency theorists of the 1950s and 1960s, had a considerable impact upon their approach to the Vietnam War. The decision of the senior Marine commanders to adopt a pacification strategy along the lines of the ‘ink blot’ approach promulgated by these French and British counterinsurgency experts was partly the result of their view of the political nature of the war and partly the result of the reality they faced on the ground. At the time the Marines deployed to Vietnam their mission was to protect three bases on the coast in the northern provinces of South Vietnam and the Marines realised that the security of these establishments could be greatly improved if the population supported the Marines (and, by extension the South Vietnamese government) rather than the insurgents. Therefore, the ‘spreading ink blot’ of pacification was a product of the need to improve security as well as an attempt to challenge the political nature of communist revolutionary warfare. The metrics used to measure progress in the war were flawed, but there are other indicators within the Marines’ records that show they were conducting an effective and appropriate counterinsurgency campaign, within the limitations imposed by lack of resources and general inability to influence the war as a whole. When the Tet Offensive was launched in early 1968, the Marines use of pacification as ‘defence in depth’ allowed them to successfully defend the coastal enclaves by countering both the political and military efforts of the North Vietnamese in those areas.","Marine","University of Wolverhampton"
"Environmental cleaning mission Bioconversion of oxidatively fragmented polyethylene plastic waste to value-added copolyesters","https://wlv.openrepository.com/handle/2436/622982","Tchuenbou-Magaia, Fideline; ITOHOWO EKERE, ANABEL; Johnston, Brian; Zięba, Magdalena; Chaber, Paweł; Adamus, Grazyna; Barsi, David; AMARO, LUCÍA PÉREZ; Chiellini, Emo; Radecka, Izabela","December 2019","The innovative recycling method, we are proposing, relies upon the controlled oxidative fragmentation of waste LDPE plastic to the inexpensive substrates for future sustainable production of PHAs with the aid of  Cupriavidus necator. LDPE oxidized fragments (PE-F) were obtained from the re-engineering LDPE film by means of pro-oxidant/pro-degradant additives, followed by treatment under natural UV light. Cupriavidus necator was grown in either tryptone soya broth (TSB) or basal salt medium (BSM) supplemented with PE-F for 48 h.  PHA production was higher in TSB supplemented with PE-F (29%) than in TSB alone (only 0.6%). No PHA was detected in either BSM alone or BSM supplemented with PE-F. The recovered PHA was characterized using GPC, NMR, and electrospray ionization tandem mass spectrometry (ESI-MS/MS). These analytical tools applied confirmed that the resulting PHA was a terpolymer having an average molar mass of 624 kg/mol and consisting of 3-hydroxybutyrate (HB), 3-hydroxyvalerates (HV) and 3-hydroxyhexanoate (HH) co-monomer units randomly distributed along the chain backbone.","Marine","University of Wolverhampton"
"Nonlinear marine predator algorithm: A cost-effective optimizer for fair power allocation in NOMA-VLC-B5G networks","https://wlv.openrepository.com/handle/2436/624730","Sadiq, Ali Safaa; Dekhordi, Amin Abdollahi; Mirjalili, Seyedali; Pham, Quoc Viet","May 2022","This paper is an influential attempt to identify and alleviate some of the issues with the recently proposed optimization technique called the Marine Predator Algorithm (MPA). With a visual investigation of its exploratory and exploitative behavior, it is observed that the transition of search from being global to local can be further improved. As an extremely cost-effective method, a set of nonlinear functions is used to change the search patterns of the MPA algorithm. The proposed algorithm is called Nonlinear Marin Predator Algorithm (NMPA) is tested on a set of benchmark functions. A comprehensive comparative study shows the superiority of the proposed method compared to the original MPA and even other recent meta-heuristics. The paper also considers solving a real-world case study around power allocation in non-orthogonal multiple access (NOMA) and visible light communications (VLC) for Beyond 5G (B5G) networks to showcase the applicability of the NMPA algorithm. NMPA algorithm shows its superiority in solving a wide range of benchmark functions as well as obtaining fair power allocation for multiple users in NOMA-VLC-B5G systems compared with the state-of-the-art algorithms.","Marine","University of Wolverhampton"
"""Seagoing purposes indispensable to the defence of this country:"" Policy Pitfalls of Great Britain's Early Ironclads","https://wlv.openrepository.com/handle/2436/27166","Fuller, Howard","January 2003","None","Navy","University of Wolverhampton"
"""This Country Now Occupies the Vantage Ground"": Union Monitors vs. the British Navy","https://wlv.openrepository.com/handle/2436/27195","Fuller, Howard","January 2006","None","Navy","University of Wolverhampton"
"Iron lion or paper tiger? The myth of British naval intervention in the American Civil War","https://wlv.openrepository.com/handle/2436/622825","Fuller, Howard","January 2015","When it comes to the thought-provoking subject of foreign intervention in the Civil War, especially by Great Britain, much of the history has been more propaganda than proper research; fiction over fact. In 1961, Kenneth Bourne offered up a fascinating article on “British Preparations for War with the North, 1861–1862” for the English Historical Review. While focusing largely on the military defense of Canada during the Trent Affair, Bourne also stressed that Britain’s “position at sea was by no means so bad,” though he potentially confused the twentieth-century reader by referring to “battleships” rather than (steam-powered, sail, and screw-propelled) wooden ships-of-the-line, for example. This blurred the important technological changes that were certainly in play by 1861—and not necessarily in Britain’s favor. The Great Lakes the British considered to be largely a write-off as there were no facilities in place for building ironclads, much less floating wooden gunboats up frozen rivers and canals during the long winter season. American commerce and industrialization in the Midwest, on the other hand, had led to booming local ports like Chicago, Detroit, Toledo, and Cleveland—all facilitated by new railroads. Of course, Parliament had not seen to maximizing the defense of the British Empire’s many frontiers and outposts over the years. If anything, the legendary reputation of the Royal Navy continually undermined that imperative. That left the onus of any real war against the United States to Britain’s ability to lay down a naval offensive. And while Bourne was content to trust the judgment of an anonymous British officer in Colburn’s United Service Magazine that “1273 guns” were available to Vice Admiral Sir Alexander Milne’s North American and West Indies naval forces during the Trent crisis, the same publication also went on to warn its contemporary British readers that “in calculating the power of the Northern States at sea, we must not be deluded by the ships actually in existence, but must reckon on those that may be built.”  The author might have added that of the 86 guns of Milne’s flagship, HMS Nile, for example, or the 91 guns of the newer Agamemnon (launched in 1852 and reinforcing the British naval base at Bermuda from Gibraltar), no more than a third were 8-inch (65 cwt. ) shell-firing guns, the rest being 32-pounders in use since the Napoleonic era.  In fact, the more deep-draft, screw-propelled ships-of-the-line the Admiralty dispatched to Milne, the more nervous he became. The 101-gun Conqueror ran aground in the Bahamas on December 13, 1861, a total loss. The British admiral pleaded for more shallow-draft paddle steamers, like those in use by the Union navy. Indeed, it was the lighter craft of the Yankees which proved better adapted for warfare in American waters.","Navy","University of Wolverhampton"
"Much in Little: John Ericsson and His Monitor, Review-Essay of 'Our Little Monitor: The Greatest Invention of the Civil War', by Anna Gibson Holloway and Jonathan W. White","https://wlv.openrepository.com/handle/2436/622794","Fuller, Howard","July 2019","None","Navy","University of Wolverhampton"
"The Whole Character of Maritime Life: British Reactions to the USS Monitor and the American Ironclad Experience","https://wlv.openrepository.com/handle/2436/27167","Fuller, Howard","January 2002","None","Navy","University of Wolverhampton"
