"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Defining new dental phenotypes using 3-D image analysis to enhance discrimination and insights into biological processes.","http://livrepository.liverpool.ac.uk/486/","Smith, Richard; Zaitoun, Halla; Coxon, Tom; Karmo, Mayada; Kaur, Gurpreet; Townsend, Grant; Harris, Edward F; Brook, Alan","October 2009","<h4>Aims</h4>In studying aetiological interactions of genetic, epigenetic and environmental factors in normal and abnormal developments of the dentition, methods of measurement have often been limited to maximum mesio-distal and bucco-lingual crown diameters, obtained with hand-held calipers. While this approach has led to many important findings, there are potentially many other informative measurements that can be made to describe dental crown morphology. Advances in digital imaging and computer technology now offer the opportunity to define and measure new dental phenotypes in 3-D that have the potential to provide better anatomical discrimination and clearer insights into the underlying biological processes in dental development. Over recent years, image analysis in 2-D has proved to be a valuable addition to hand-measurement methods but a reliable and rapid 3-D method would increase greatly the morphological information obtainable from natural teeth and dental models. Additional measurements such as crown heights, surface contours, actual surface perimeters and areas, and tooth volumes would maximise our ability to discriminate between samples and to explore more deeply genetic and environmental contributions to observed variation. The research objectives were to investigate the limitations of existing methodologies and to develop and validate new methods for obtaining true 3-D measurements, including curvatures and volumes, in order to enhance discrimination to allow increased differentiation in studies of dental morphology and development. The validity of a new methodology for the 3-D measurement of teeth is compared against an established 2-D system. The intra- and inter-observer reliability of some additional measurements, made possible with a 3-D approach, are also tested.<h4>Methods and results</h4>From each of 20 study models, the permanent upper right lateral and upper left central incisors were separated and imaged independently by two operators using 2-D image analysis and a 3-D image analysis system. The mesio-distal (MD), labio-lingual (LL) and inciso-gingival (IG) dimensions were recorded using our 2-D system and the same projected variables were also recorded using a newly developed 3-D system for comparison. Values of Pearson's correlation coefficient between measurements obtained using the two techniques were significant at the 0.01 probability level for variables mesio-distal and incisal-gingival with labio-lingual significant at the 0.05 level for the upper left side only, confirming their comparability. For both 2-D and 3-D systems the intra- and inter-operator reliability was substantial or excellent for variables mesio-distal, labio-lingual, incisal-gingival actual and projected and actual surface area. The reliability was good for inter-operator reliability measurement of the labio-lingual dimension using 3-D.<h4>Conclusions</h4>We have developed a new 3-D laser scanning system that enables additional dental phenotypes to be defined. It has been validated against an established 2-D system and shown to provide measurements with excellent reliability, both within and between operators. This new approach provides exciting possibilities for exploring normal and abnormal variations in dental morphology and development applicable to research on genetic and environmental factors.","AI","University of Liverpool"
"Identity Theft and Systems Theory: The Fraud Act 2006 in Perspective.","http://livrepository.liverpool.ac.uk/726/","Savirimuthu, Joseph","April 2024","The Fraud Act 2006 provides us with an instrument through which we can now target emerging online criminal threats posed by identity thieves. This paper argues for a nuanced approach to the debates regarding the amenability of online criminal activity to centralised regulatory oversight. Managing risks in a decentralised and distributed network environment has frequently descended into a question of how liability rules can be harnessed to promote trust and security. We argue that a deeper understanding of the governance implications of managing complex systems is an important prerequisite to coherent policymaking. The analysis advocated in the paper has a number of implications for the way we understand and conceptualise information security governance in the online environment. We identify three. First, law is a necessary but not a sufficient governance instrument in managing the emerging threats on the Internet. Second, identity theft is a social not technologically driven problem. Third, emerging networks for information sharing, the evolution of specialised technological solutions and increased end-user participation suggest an important trend in the way online threats can be conceptualised and managed. The central thesis of the paper is that Luhmann’s ideas of autopoiesis and social systems may provide us with a better understanding of governance in the online environment than what seems to be afforded by current analysis of the Fraud Act 2006.","AI","University of Liverpool"
"Synthesis and characterisation of layered hydroxy anion exchange materials.","http://livrepository.liverpool.ac.uk/1362/","McIntyre, Laura J","October 2009","This thesis concerns the synthesis and characterisation of layered hydroxy anion exchange materials. The incorporation of rare-earth cations into these materials offers the potential to combine the optical, magnetic and catalytic properties of the lanthanides with the flexibility of intercalation hosts. A review of the literature surrounding intercalation chemistry and materials is presented in Chapter 1. Here the synthesis, structure and anion exchange reactions of layered hydroxides and their applications in the fields of catalysis, separation science, polymer additives and biological storage and delivery are discussed. Chapter 2 describes the hydrothermal synthesis and anion exchange capacity of new anion exchange host lattices containing the smaller lanthanide cations, with the composition Ln2(OH)5NO3•1.5H2O (Ln = Y, Gd - Lu), with Gd marking a limiting cation radius. Anion exchange reactions are facile with a wide range of organic carboxylates and sulfonates and investigations into their selectivity and optical properties have been carried out. This family has also been expanded to include Ln2(OH)5X•1.5H2O (X = Cl, Br; Ln = Y, Dy, Er, Yb) and crystal structures for orthorhombic and monoclinic Yb2(OH)5Cl•1.5H2O are reported. The findings of a time-resolved in situ X-ray powder diffraction study form the basis of Chapter 3. Three different phases with the layer composition [Yb2(OH)5]+; Yb2(OH)5NO3•1.5H2O d = 9.2 Å (1), Yb2(OH)5NO3•2H2O d = 9.4 Å (2) and Yb2(OH)5NO3•H2O d = 8.5 Å (3) were observed and shown to ultimately transform to a 3D structure Yb4O(OH)9NO3 d = 8.0 Å (4). Single crystal structures are given for phases 2 and 3, and the structure of 4 has been refined. The effects of temperature and metal concentration on phase formation have been investigated and compared with ex situ results. A full kinetic analysis is presented including the activation energy for the formation of phase 2. The values extracted indicate that the mechanism of crystallisation is phase boundary controlled. In Chapter 4 the room temperature precipitation synthesis of a related family of anion exchange host lattices with the composition, Ln2(OH)5NO3•H2O (Ln = Y, Eu–Er) and MgAl layered double hydroxides incorporating the precious metals Ru and Pd are discussed. Details of synthetic routes to the novel materials described and the methods of characterisation used are given in Chapter 5.","AI","University of Liverpool"
"Development of molecular tools for the characterisation of foot-and-mouth disease virus strains circulating in Southeast Asia.","http://livrepository.liverpool.ac.uk/1462/","Abdul Hamid, Nor Faizah","November 2011","Foot-and-mouth disease is an acute and contagious vesicular disease affecting wild or domesticated cloven hoofed animals. The disease is caused by Foot-and-mouth disease virus (FMDV) of Aphthovirus genus within Picornaviridae family. FMDV exists as seven distinct serotypes; O, A, C, Asia 1, SAT (Southern Africa Territories) 1, SAT 2 and SAT 3, each with multiple subtypes which are not equally distributed around the world. In this study, VPI analysis of clinical samples cattle and pigs received from Southeast Asian countries namely Malaysia, Thailand, Lao PDR, Myanmar, Vietnam and Cambodia between 2000 to 2009 revealed seven FMDV lineages circulating in the region. The lineages were O/SEA/Mya-98, O/SEA/Cam-94, O/ME-SA/PanAsia, O/ME-SA/PanAsia-2, O/CATHAY, A/ASIA, and Asia 1. Some of these lineages were highly prevalent such as O/SEA/Mya98 and serotype A, while O/ME-SA/PanAsia-2 was unique to Malaysia within Southeast Asia. Phylogenetic analysis of VP1 showed two distinct patterns of genetic relationships between viruses from Malaysia and the other neighbouring countries. These data suggest that viruses of O/SEA/Mya-98 and serotype A lineage were repeatedly introduced into the country on a yearly basis. In contrast, viruses belonging to O/ME-SA/PanAsia-2 sublineage were maintained in the country to cause outbreaks in following continuous years. However, phylogenetic analysis cannot conclude the link between Malaysian isolates with those from neighbouring countries. Since Malaysia is a major beef and animal importer, the sources of these FMDVs were most likely introduced via imports of infected animals or contaminated animal products into Malaysia. In order to improve the resolution, by which the molecular epidemiology of FMDV in the region can be studied, RT-PCR protocols to amplify complete genome sequences of each lineage were developed. The protocols utilised a single set of universal primers for NSP region and specific primers sets for the capsid region. Complete genomes from representative isolates from the seven virus lineages were generated from Malaysian samples. Basic characteristic of genomes generated with this protocol were consistent with previous published sequences such as deletions at the 3A region for O/CATHAY and O/SEA/Cam-94 lineage. In addition, preliminary analysis of O/ME-SA/PanAsia-2 sequence showed numerous nucleotide substitutions observed at the 5’UTR and Lpro region of genome to that of O/ME-SA/PanAsia which indicated a possible event of recombination. The O/SEA/Mya-98 protocol was proven to be robust when it was utilised to generate two complete genome sequences of O/SEA/Mya-98 viruses from outbreaks in East Asian countries, in Hong Kong SAR and Republic of Korea that have occurred during 2010. Analysis of the Hong Kong genome sequence revealed a block deletion of 70 nucleotides located within the S-fragment. Subsequent analysis showed that this feature was shared with other viruses with related VP1 sequences. The methods developed in this study provide a basis for a more comprehensive understanding of the diversity and evolution of FMDV that will hopefully develop improved epidemiological and diagnostic tools that will contribute to the existing disease control programmes in the region.","AI","University of Liverpool"
"Optimizing impact assessment of entomological intervention for malaria control in an operational setting in Zambia.","http://livrepository.liverpool.ac.uk/3413/","Chanda, Emmanuel","June 2011","The study aimed at optimally assessing the impact of indoor residual spraying (IRS) and insecticide treated nets (ITNs) on vector species abundance, their infectivity and resistance status, and Plasmodium falciparum prevalence, malaria deaths and case fatality rates in the human population.  Malaria prevalence surveys were conducted and routine surveillance data was retrospectively analyzed. The average P. falciparum prevalence in children between the ages of 1 and 14 years was below 10% across the study period. The intervention effect was more pronounced in IRS areas than in ITNs localities but with an incremental protective effect of their combined use. Age-specific comparison showed better intervention effect on children below 5 years than older children 5 to 14 years old. While the average number of deaths and case fatality rates in children under the age of five plunged precipitately, the reductions were more significant in IRS districts than in ITNs districts. Results indicate the need for supplementing parasite prevalence survey data with routine surveillance data in low transmission intensity areas and demonstrate the significance of evidence-based age-specific deployment of interventions.   To monitor vector species abundance and infectivity, mosquitoes were collected daily using exit window traps. The three major vectors; An. gambiae s.s, An. arabiensis and An. funestus s.s, and three potential vectors of malaria, An. nili, An. rivulorum and An. funestus-like species were identified. Overall, the biggest impact of IRS and ITNs was on An. gambiae s.s, and An. funestus abundance. No An. gambiae s.s was collected in IRS localities, thus validating the fact that An. gambiae s.s and An. funestus are characteristically more amenable to control by IRS and ITNs than An. arabiensis. The transmission potential for all malaria vectors, as expressed by the calculated transmission index, was zero as none of the trapped mosquitoes tested positive for P. falciparum sporozoites. The identification of An. nili, An. rivulorum and An. funestus-like necessitate further research to determine their role in malaria transmission in the country. The low numbers of mosquitoes collected also indicate a compromise in the efficiency of exit window traps in low transmission settings, suggesting the need for their replacement with a more robust collection tool like the CDC light trap. While the persistence of An. arabiensis suggests the presence of resistance segregating in this population or, that this outdoor species is not in contact with IRS or ITNs, it could as well imply that it’s the one species perpetuating malaria transmission in these meso-to hypo- endemic areas.  To determine the impact of interventions on insecticide resistance status of malaria vectors, susceptibility assays using the WHO standard protocol were conducted in 17 localities. High levels of resistance were detected in both An, gambiae s.l and An, funestus s.l to pyrethroids and DDT but with 100% susceptibility to malathion and bendiocarb. The level of resistance was significantly higher in IRS areas than in ITN areas. These findings indicate that resistance has been selected for following extensive vector control. Resistance to both DDT and deltamethrin in IRS localities and ITN areas with intense cotton growing was detected suggesting selection due to either historical use of DDT, gene flow or cross-resistance. All An. gambiae s.s were molecular s-forms and only the west (leu-phe) kdr was detected. Complete susceptibility to the organophosphates and carbamates provides a possibility to switch to these alternative insecticide classes for IRS. The detected increases in the malaria prevalence in localities with high insecticide resistance levels indicate vector control failure. These findings point to the need for information on underlying biochemical and molecular resistance mechanisms to make possible the design of an effective resistance management strategy, and for the assessment of the impact of resistance on interventions.  The results indicate that the impact of malaria control can be optimally assessed by using a combination of epidemiological (routine surveillance and prevalence data) and entomological indicators, in the context of a malaria decision support system, to enhance policy formulation for objective implementation of malaria control interventions and rational use of available resources.","AI","University of Liverpool"
"A study of the electrical properties of polycrystalline based organic devices.","http://livrepository.liverpool.ac.uk/6353/","Afzal, Sidra; Afzal, Sidra","June 2012","In this thesis, examination of polycrystalline organic based devices such as the Schottky diode and MOS capacitor is carried out. The data is interpreted in terms of a polycrystalline model based mainly on a conventional polysilicon model with slight modifications to fit the organic properties. A brief introduction to the existing charge transport models for organic materials is presented.  The most dominant being the variable range hopping model for disordered materials. The disorder analysis is appropriate in the grain boundaries of a polycrystalline material. The distribution of the traps of density of states (DOS) is commonly described by the Gaussian distribution and the associated exponential approximate at low energies. This is a valid assumption for organic semiconductors with low carrier mobility values [N. Sedghi et al., J. Non Crys. Solids 352, 1641, 2006].  Detailed investigation on the temperature effects of the polycrystalline Schottky diode leads to determination of important electrical parameters. Such studies are essential in understanding the conduction processes of the organic device, particularly in terms of trapping effects, which is essential in the development of device models for organic circuitry. Several parameters such as dopant (ND) and carrier concentrations (p), effective mobility (μeff), depletion width (Wdep), effective Debye length (LDe), Meyer Neldel energy (MNE) and the characteristic temperature of the carriers (T0) are extracted from the current-voltage characteristics of the diode. For a soluble derivative of pentacene, 6, 13-triisopropylsilyethynyl pentacene (TIPS) blended with Polytriarylamine (PTAA), the respective values extracted at room temperature are found to be approximately 1017 cm-3, 1.8x10-2 cm2V-1s-1, 185 nm, 11 nm, 31.5 meV and 780 K, respectively. As the temperature falls, the values of most parameters remain constant until a critical temperature. The activation energy also remains constant at approximately 0.3 eV for various applied voltages in saturation. Below this critical temperature, Wdep, LDe and T0 increase whilst μeff, ND/p and characteristic temperature of the states (TC) decrease. Similar analysis is carried out on doped layers of TIPS with a different insulating binder Poly-alpha methylstyrene (PAMS). The value of Wdep, LDe, T0, μeff, ND/p, MNE and TC obtained from such doped Schottky diode are approximately 100 nm, 5 nm, 1200 K, 1x10-2  cm2V-1s-1, 2x1017 cm-3, 35 meV and 400 K, respectively. The Capacitance-Voltage (C-V) analysis on polycrystalline Schottky diodes provides ND of approximately 7.6 x 1016 cm-3, 5.2 x 1014 cm-3 and 2.98 x 1014cm-3 at 500 Hz, 1 kHz and 2 kHz respectively. These ND values are lower than those extracted from current-voltage characteristics and decrease with increasing frequency. This is thought to be due to the low mobility of holes, unable to respond to the signal at higher frequencies. The conduction in polycrystalline organic Schottky diode is proposed using a 2-dimensional (2D) model, which focuses on both the lateral and vertical conduction paths. The organic semiconductor layer is assumed to be relatively thin so that only a single layer of the grain exists between adjacent grain boundaries for the vertical conduction. A two dimensional situation is treated as two separate one dimensional problems that are positioned at right angles to each other. The grain and grain boundaries in the polycrystalline material are explained in terms of two boundary conditions. The variation of potential in grain boundary is the basis in defining the variation of potential in the grains. Conduction under forward bias in the grain and grain boundary is thus established assuming two distributions for the DOS, namely the Gaussian and Laplace. In comparison, Laplace DOS is believed to be a better representation of the distribution of states, where a large number of energy levels are being scanned with applied voltage. The ac properties of a polycrystalline based MOS capacitor are investigated. The frequency and temperature effects on the C-V characteristics of MOS capacitor based on another soluble derivative of pentacene, refered here as S1150, are studied. Equivalent circuits which include the effects of bulk and series resistance due to contact effects are analysed. The bulk resistance (Rb), bulk capacitance (Cb) and series resistance (RS) are found to be approximately 13 kΩ, 760 pF and less than 309 Ω respectively, for an organic film thickness (tOSC) of 27nm. For ND ≈ 3.6 x 1017cm-3 at 1 kHz, the hole mobility is found to be approximately 4.6x10-7cm2V-1s-1. As expected the mobility decreases with increase in frequency. Furthermore, the temperature study of inverse square space charge capacitance (1/CS2) against absolute temperature (T) provides an intercept close to T (~ 330K) instead of TC. A low intercept value indicates a decrease in disorder which suggests that the large grains may be dominating the capacitance.","AI","University of Liverpool"
"Compressed sensing on terahertz imaging.","http://livrepository.liverpool.ac.uk/8457/","Shen, H","June 2012","Most terahertz (THz) time-domain (pulsed) imaging experiments that have been performed by raster scanning the object relative to a focused THz beam require minutes or even hours to acquire a complete image. This slow image acquisition is a major limiting factor for real-time applications. Other systems using focal plane detector arrays can acquire images in real-time, but they are too expensive or are limited by low sensitivity in the THz range. More importantly, such systems cannot provide spectroscopic information of the sample.  To develop faster and more efficient THz time-domain (pulsed) imaging systems, this research used random projection approach to reconstruct THz images from the synthetic and real-world THz data based on the concept of compressed/compressive sensing/sampling (CS). Compared with conventional THz time-domain (pulsed) imaging, no raster scanning of the object is required. The simulation results demonstrated that CS has great potential for real-time THz imaging systems because its use can dramatically reduce the number of measurements in such systems.  We then implemented two different CS-THz systems based on the random projection method. One is a compressive THz time-domain (pulsed) spectroscopic imaging system using a set of independent optimized masks. A single-point THz detector, together with a set of 40 optimized two-dimensional binary masks, was used to measure the THz waveforms transmitted through a sample. THz time- and frequency-domain images of the sample comprising 20×20 pixels were subsequently reconstructed. This demonstrated that both the spatial distribution and the spectral characteristics of a sample can be obtained by this means. Compared with conventional THz time-domain (pulsed) imaging, ten times fewer THz spectra need to be taken.  In order to further speed up the image acquisition and reconstruction process, another hardware implementation - a single rotating mask (i.e., the spinning disk) with random binary patterns - was utilized to spatially modulate a collimated THz. After propagating through the sample, the THz beam was measured using a single detector, and a THz image was subsequently reconstructed using the CS approach. This demonstrated that a 32×32 pixel image could be obtained from 160 to 240 measurements. This spinning disk configuration allows the use of an electric motor to rotate the spinning disk, thus enabling the experiment to be performed automatically and continuously. To the best of our knowledge, this is the first experimental implementation of a spinning disk configuration for high speed compressive image acquisition.  A three-dimensional (3D) joint reconstruction approach was developed to reconstruct THz images from random/incomplete subsets of THz data. Such a random sampling method provides a fast THz imaging acquisition and also simplifies the current THz imaging hardware implementation. The core idea is extended in image inpainting to the case of 3D data. Our main objective is to exploit both spatial and spectral/temporal information for recovering the missing samples. It has been shown that this approach has superiority over the case where the spectral/temporal images are treated independently. We first proposed to learn a spatio-spectral/temporal dictionary from a subset of available training data. Using this dictionary, the THz images can then be jointly recovered from an incomplete set of observations. The simulation results using the measured THz image data confirm that this 3D joint reconstruction approach also provides a significant improvement over the existing THz imaging methods.","AI","University of Liverpool"
"Predictors of publication in dental research.","http://livrepository.liverpool.ac.uk/9013/","Williams, Gareth","September 2012","Aims:  2005-2007 abstracts This study aimed to identify the: •	number of clinical trials that were presented from 2005-2007 at the conferences of the: o	American Association of Orthodontists (AAO),  o	European Orthodontic Society (EOS),  o	International Association for Dental Research (IADR),  o	European Organisation for Caries Research (ORCA)  o	Australian Society of Orthodontists Congress (ASO) •	abstracts that went on to be published as a full paper in a peer reviewed journal. •	time to publication for those abstracts that were subsequently published as a full paper in a peer reviewed journal. •	following characteristics of the abstract and determine their influence on the rate of and time to publication:  o	Result significance: (Significant, Non-significant, or Unclear) o	Mode of presentation (Oral or Poster) o	Study design (RCT / CCT) o	Sample Size: (Absolute number) o	Funding disclosure: (Yes / No) o	Continent of origin: (North America, South America, Europe, UK, Asia, Africa, Australasia).  o	Primary author:  •	Gender (Male / Female / Unclear) •	Professional status: (Professor / Non-professor / Unclear)  •	Identify reasons why abstracts did not achieve publication.   University Teachers Group (UTG) abstracts This study aimed to identify the: •	number of abstracts presented at the University Teachers Group session, from 1999-2010, at the British Orthodontic Conference. •	following characteristics of the abstract and determine their influence on rate of and time to publication:  o	Funding disclosure: (Yes / No) o	Dental School of origin  •	abstracts that went on to be published as a full paper in a peer reviewed journal.  Design: Retrospective, observational study.  Subject and Setting:  The sample frame included dental clinical trials presented at the conferences of the International Association of Dental Research (IADR), European Orthodontic Society (EOS), European Organisation for Caries Research (ORCA), The American Association of Orthodontists (AAO) and The Australian Society of Orthodontists (ASO) from January 2005 to December 2007. The sample frame for the University Teachers Group (UTG) abstracts, included abstracts presented at the UTG session of the British Orthodontic Conference (BOC) 1999-2010.  Sample size  Spencer found a publication rate of 38% from abstracts of clinical trials presented at EOS, IADR, ORCA and a 50% increase would be give a publication rate of 57%. Using data from Spencer in Pocock’s formula, 210 abstracts would be required to give 80% power, at the 5% level, and enable me to detect a 50% rise in the proportion of clinical trial abstracts published.   Method:  Clinical trials presented at above conferences were identified from the associated journals or conference proceedings. Inter-examiner and intra-examiner reliability were assessed using a random 10% sample of abstracts. A MEDLINE search was undertaken to determine whether the abstract had been published in full. The date of publication was recorded. Authors of abstracts that did not reach publication were contacted to determine the reasons.  Results:  Seven thousand and sixty-nine abstracts presented from 2005-2007 were identified, including 215 clinical trials. 142 abstracts were identified from the UTG session from 1998 – 2008, and all were included. The publication rate for the 2005-2007 sample was 32.6% and the UTG sample 34.5%. There were no predictors of publication in either group studied. The median time to publication of the 2005 – 2007 group was 16.00 months, IQR (10, 26) and the mean time to publication for the UTG group was 18.3 months (95% CI 14.38, 22.19).  For the unpublished 2005-2007 group, reasons given for failure to publish were lack of time (8.3%), language, culture, lack of teaching (1.4%), rejection (0.7%), motivation (0.7%), perceived editorial bias (0.7%) and length of review process (0.7%).  For the UTG group, reasons given included lack of time (19.4%), lack of interest from SpR (9.7%) or in press (7.5%).   Conclusions:  No predictors of publication were found for either group studied. For the unpublished 2005-2007 group, main reasons given were lack of time (8.3%), language, culture and lack of teaching (1.4%).  For the UTG group, reasons given included lack of time (19.4%), lack of interest from SpR (9.7%) or in press (7.5%).  The qualitative results should be viewed with caution due to the low response rate (12.4% for the 2005 – 2007 sample, and 68.8% for UTG).","AI","University of Liverpool"
"S.Virchow infection and the immune responses produced in poultry.","http://livrepository.liverpool.ac.uk/9133/","Salisbury, Anne","August 2012","Relatively little is known about Salmonella Virchow as a pathogen. Its prevalence varies from country to country, however it is constantly associated with invasive disease, particularly in children and the immuno-compromised. The main sources of S. Virchow are humans and poultry. The aims of this study were to determine the genetic relatedness of S. Virchow isolates from difference sources in England, to characterise its infection biology using in vitro and in vivo based models, to establish the immune response produced by poultry in response to infection with the serovar and to begin to determine the level of protection and cross-protection that could be achieved against the serovar and S. Typhimurium.   The genetic relatedness of the S. Virchow isolates was determined using molecular typing techniques including MLST and PFGE. The isolates were screened for the presence of 12 virulence genes that have been associated with adhesion, invasion and persistence. Human and avian cell lines and in vivo poultry infection experiments were used to characterise S. Virchow’s invasiveness, persistence and ability to elicit an immune response, compared to a well characterised S. Typhimurium isolate. Immune responses were evaluated by immunohistochemistry, RT-PCR and ELISA, to establish aspects of the innate, cellular and humoral response, as well as cytokine and chemokine expression. An in vivo poultry infection experiment was performed to gain an indication of the level of protection and cross-protection offered by primary infection with S. Virchow against secondary infection. Bacteriology, ELISA and western blot methods were used analyse this.  Overall, S. Virchow appears to be a relatively clonal serovar, regardless of the source and the results indicate this is widespread and not solely in the UK. All of the isolates possessed the 12 virulence genes, which could contribute to its virulence in some hosts. S. Virchow was particularly persistent and inflammatory in the human Caco2 cells, which is consistent with the increased virulence previously reported in humans. The in vitro HD11 assay and the in vivo poultry infection experiments were consistent in showing S. Virchow colonises the chicken intestine to high levels, causes transient systemic infection and stimulates a moderate inflammatory response, very similar to S. Typhimurium infection. S. Virchow infection stimulated all aspects of the chicken immune system, characteristic of a broad-range serovar. Initial results from the in vivo protection experiment showed primary infection with S. Virchow does offer some protection against systemic invasion, although adequate protection against caecal colonisation was not found. However, 2 proteins were identified that strongly reacted and cross-reacted with sera from infected chickens, providing optimism that a vaccine to protect against S. Virchow colonisation could be developed with further research.","AI","University of Liverpool"
"Does Fasciola hepatica infection increase the susceptibility of cattle to infection with other pathogens normally controlled by a Th1 or pro-inflammatory response?","http://livrepository.liverpool.ac.uk/9455/","Claridge, Jennifer","September 2012","Fasciola hepatica is a trematode parasite with wide geographical and host ranges, primarily affecting ruminants in the United Kingdom. Infection of host animals leads to significant economic losses in production, with reduced weight gains and milk quality and quantity. Clinical disease, known as fasciolosis, is expensive to treat and causes significant morbidity and mortality. More than three quarters of dairy herds surveyed in England and Wales have been exposed to this parasite, and the number of diagnoses of fasciolosis, made by the Animal Health Veterinary Laboratories Agency, has increased dramatically in the last fifteen years. Experimental studies have demonstrated failure to diagnose bovine tuberculosis (BTB) when co-infection with F. hepatica is present. In Chapter 2, we demonstrate a novel method for estimating the prevalence of BTB in England and Wales and show that, in light of the imperfect diagnostic test for BTB, the prevalence may be significantly higher than currently reported. In Chapter 3, a logistic regression model for the presence or absence of BTB on farms in England and Wales is designed, based upon those previously published. The addition of a variable to describe the burden of F. hepatica found in the locality of each farm significantly increases the predictive power of the model and may help to explain the under-diagnosis of BTB suggested in Chapter 2. A significant, negative association is demonstrated between F. hepatica exposure and the BTB status of the farm. The difference between the model predictions for BTB status made with F. hepatica exposure as tested and the predictions made assuming F. hepatica exposure is negative is then calculated to provide an estimate of the missing BTB diagnoses due to co-infection. We show this under-ascertainment to be over one third of cases. The significant, negative association between F. hepatica exposure and BTB diagnosis described at the herd level in Chapter 3, is then tested on an animal level. In Chapter 4, milk samples from individual animals testing negative and inconclusive, or negative and positive to the BTB test are assessed using the anti-F. hepatica antibody ELISA and an exposure value obtained. Significantly higher exposure to F. hepatica was not found in either pairing of BTB outcome-cattle and potential reasons for this are discussed. Chapter 5 investigates the association between F. hepatica exposure and other infectious diseases such as Bovine Viral Diarrhoea virus (BVDv), Leptospira spp, Infectious Bovine Rhinotracheitis, Johnes Disease and Neospora caninum. A random effects model is constructed using information collected about animal and farm parameters, to predict F. hepatica exposure. Vaccination against BVDv and Leptospira spp are shown to be significantly associated, the former being positively and the latter being negatively correlated. Johnes Disease prevalence is negatively associated with F. hepatica exposure and Salmonella Dublin prevalence is positively associated. Farm management and husbandry variables were also found to be significantly associated with F. hepatica exposure. In total, this thesis adds to the growing realisation that co-infection with this pathogen can have significant repercussions on the diagnostic ability of the BTB test and on the health and welfare of the national herd.","AI","University of Liverpool"
